matchup_id,game_id,model,prompt_file,random_player_defection_prob,nice_factor,forgiving_factor,retaliatory_factor,troublemaking_factor,emulative_factor,player_a_total_score,player_b_total_score
17,0,ministral-3:8b,prompts/x100.json,0.5862068965517241,0.0,0.010526315789473684,,1.0,0.5151515151515151,290,55
18,0,ministral-3:8b,prompts/x100.json,0.6206896551724138,0.0,0.06382978723404255,1.0,0.9512195121951219,0.5757575757575758,252,82
19,0,ministral-3:8b,prompts/x100.json,0.6551724137931034,1.0,0.0,1.0,0.9705882352941176,0.6666666666666666,231,71
20,0,ministral-3:8b,prompts/x100.json,0.6896551724137931,1.0,0.01020408163265306,1.0,0.9428571428571428,0.6666666666666666,238,73
21,0,ministral-3:8b,prompts/x100.json,0.7241379310344828,1.0,0.01020408163265306,1.0,0.9375,0.696969696969697,222,77
22,0,ministral-3:8b,prompts/x100.json,0.7586206896551724,0.0,0.03125,1.0,0.9,0.797979797979798,170,95
23,0,ministral-3:8b,prompts/x100.json,0.7931034482758621,0.0,0.01020408163265306,1.0,0.9375,0.8484848484848485,157,92
24,0,ministral-3:8b,prompts/x100.json,0.8275862068965517,0.0,0.010101010101010102,1.0,1.0,0.8484848484848485,159,89
25,0,ministral-3:8b,prompts/x100.json,0.8620689655172413,1.0,0.020202020202020204,1.0,0.9,0.8888888888888888,133,103
26,0,ministral-3:8b,prompts/x100.json,0.896551724137931,1.0,0.050505050505050504,1.0,0.8888888888888888,0.8686868686868687,126,116
27,0,ministral-3:8b,prompts/x100.json,0.9310344827586207,1.0,0.020202020202020204,1.0,0.8888888888888888,0.898989898989899,129,104
28,0,ministral-3:8b,prompts/x100.json,0.9655172413793103,1.0,0.030612244897959183,0.8,0.875,0.898989898989899,123,108
29,0,ministral-3:8b,prompts/x100.json,1.0,1.0,0.04040404040404041,1.0,0.0,0.9595959595959596,95,120
0,0,ministral-3:14b,prompts/narcissistic.json,0.0,0.0,,,0.96,0.04040404040404041,492,12
1,0,ministral-3:14b,prompts/narcissistic.json,0.034482758620689655,0.0,0.1,1.0,0.9587628865979382,0.0707070707070707,480,15
2,0,ministral-3:14b,prompts/narcissistic.json,0.06896551724137931,0.0,0.015873015873015872,,0.9789473684210527,0.0707070707070707,476,11
3,0,ministral-3:14b,prompts/narcissistic.json,0.10344827586206896,0.0,0.013157894736842105,,1.0,0.050505050505050504,474,9
4,0,ministral-3:14b,prompts/narcissistic.json,0.13793103448275862,0.0,0.010869565217391304,,0.9888888888888889,0.1111111111111111,455,15
5,0,ministral-3:14b,prompts/narcissistic.json,0.1724137931034483,0.0,0.010526315789473684,,0.9875,0.21212121212121213,418,23
6,0,ministral-3:14b,prompts/narcissistic.json,0.20689655172413793,0.0,0.04938271604938271,1.0,0.9493670886075949,0.25252525252525254,409,34
7,0,ministral-3:14b,prompts/narcissistic.json,0.24137931034482757,0.0,0.045454545454545456,1.0,0.9761904761904762,0.16161616161616163,429,29
8,0,ministral-3:14b,prompts/narcissistic.json,0.27586206896551724,0.0,0.02564102564102564,,0.9871794871794872,0.2222222222222222,408,28
9,0,ministral-3:14b,prompts/narcissistic.json,0.3103448275862069,0.0,0.023529411764705882,,0.9864864864864865,0.26262626262626265,392,32
10,0,ministral-3:14b,prompts/narcissistic.json,0.3448275862068966,0.0,0.021052631578947368,1.0,0.9672131147540983,0.41414141414141414,341,46
11,0,ministral-3:14b,prompts/narcissistic.json,0.3793103448275862,0.0,0.010526315789473684,1.0,0.9661016949152542,0.43434343434343436,329,49
12,0,ministral-3:14b,prompts/narcissistic.json,0.41379310344827586,0.0,0.0,,1.0,0.41414141414141414,336,41
13,0,ministral-3:14b,prompts/narcissistic.json,0.4482758620689655,0.0,0.0,,1.0,0.45454545454545453,316,46
14,0,ministral-3:14b,prompts/narcissistic.json,0.48275862068965514,0.0,0.020202020202020204,1.0,1.0,0.4444444444444444,313,53
15,0,ministral-3:14b,prompts/narcissistic.json,0.5172413793103449,0.0,0.010416666666666666,1.0,0.9814814814814815,0.47474747474747475,311,51
16,0,ministral-3:14b,prompts/narcissistic.json,0.5517241379310345,0.0,0.0,,1.0,0.5656565656565656,272,57
17,0,ministral-3:14b,prompts/narcissistic.json,0.5862068965517241,0.0,0.01020408163265306,1.0,0.9791666666666666,0.5151515151515151,288,58
18,0,ministral-3:14b,prompts/narcissistic.json,0.6206896551724138,1.0,0.01020408163265306,1.0,0.975609756097561,0.5858585858585859,257,67
19,0,ministral-3:14b,prompts/narcissistic.json,0.6551724137931034,0.0,0.010101010101010102,1.0,1.0,0.6565656565656566,231,71
20,0,ministral-3:14b,prompts/narcissistic.json,0.6896551724137931,0.0,0.010101010101010102,1.0,1.0,0.6464646464646465,239,69
21,0,ministral-3:14b,prompts/narcissistic.json,0.7241379310344828,0.0,0.020202020202020204,1.0,1.0,0.6666666666666666,222,77
22,0,ministral-3:14b,prompts/narcissistic.json,0.7586206896551724,0.0,0.021052631578947368,1.0,1.0,0.7878787878787878,173,88
23,0,ministral-3:14b,prompts/narcissistic.json,0.7931034482758621,1.0,0.030303030303030304,1.0,0.9375,0.8181818181818182,156,101
24,0,ministral-3:14b,prompts/narcissistic.json,0.8275862068965517,1.0,0.020202020202020204,1.0,0.9333333333333333,0.8383838383838383,157,97
25,0,ministral-3:14b,prompts/narcissistic.json,0.8620689655172413,0.0,0.0,1.0,1.0,0.9090909090909091,136,91
26,0,ministral-3:14b,prompts/narcissistic.json,0.896551724137931,0.0,0.030303030303030304,1.0,1.0,0.8888888888888888,129,104
27,0,ministral-3:14b,prompts/narcissistic.json,0.9310344827586207,0.0,0.030303030303030304,1.0,1.0,0.8888888888888888,129,104
28,0,ministral-3:14b,prompts/narcissistic.json,0.9655172413793103,0.0,0.04040404040404041,1.0,1.0,0.8888888888888888,124,109
29,0,ministral-3:14b,prompts/narcissistic.json,1.0,0.0,0.030303030303030304,1.0,1.0,0.9696969696969697,97,112
0,0,ministral-3:14b,prompts/baseline.json,0.0,1.0,,,0.0,1.0,300,300
1,0,ministral-3:14b,prompts/baseline.json,0.034482758620689655,1.0,1.0,0.3333333333333333,0.5154639175257731,0.47474747474747475,392,152
2,0,ministral-3:14b,prompts/baseline.json,0.06896551724137931,1.0,0.7142857142857143,0.5,0.5578947368421052,0.4444444444444444,394,139
3,0,ministral-3:14b,prompts/baseline.json,0.10344827586206896,1.0,0.5,1.0,0.574468085106383,0.45454545454545453,397,127
4,0,ministral-3:14b,prompts/baseline.json,0.13793103448275862,1.0,0.7692307692307693,0.875,0.4444444444444444,0.5757575757575758,359,174
5,0,ministral-3:14b,prompts/baseline.json,0.1724137931034483,1.0,0.42424242424242425,0.5714285714285714,0.45,0.5959595959595959,335,175
6,0,ministral-3:14b,prompts/baseline.json,0.20689655172413793,1.0,0.6956521739130435,0.45454545454545453,0.5569620253164557,0.45454545454545453,337,167
7,0,ministral-3:14b,prompts/baseline.json,0.24137931034482757,1.0,0.5454545454545454,0.5,0.5476190476190477,0.45454545454545453,350,160
8,0,ministral-3:14b,prompts/baseline.json,0.27586206896551724,1.0,0.53125,0.6,0.48717948717948717,0.5050505050505051,321,186
9,0,ministral-3:14b,prompts/baseline.json,0.3103448275862069,1.0,0.4186046511627907,0.7,0.5540540540540541,0.5151515151515151,329,159
10,0,ministral-3:14b,prompts/baseline.json,0.3448275862068966,1.0,0.5681818181818182,0.631578947368421,0.3442622950819672,0.6161616161616161,252,232
11,0,ministral-3:14b,prompts/baseline.json,0.3793103448275862,1.0,0.48,0.5555555555555556,0.576271186440678,0.48484848484848486,265,185
12,0,ministral-3:14b,prompts/baseline.json,0.41379310344827586,1.0,0.5416666666666666,0.6428571428571429,0.559322033898305,0.48484848484848486,265,190
13,0,ministral-3:14b,prompts/baseline.json,0.4482758620689655,1.0,0.5,0.8095238095238095,0.38181818181818183,0.6161616161616161,238,223
14,0,ministral-3:14b,prompts/baseline.json,0.48275862068965514,1.0,0.5084745762711864,0.47368421052631576,0.6481481481481481,0.42424242424242425,255,190
15,0,ministral-3:14b,prompts/baseline.json,0.5172413793103449,1.0,0.5263157894736842,0.6363636363636364,0.46296296296296297,0.5656565656565656,242,212
16,0,ministral-3:14b,prompts/baseline.json,0.5517241379310345,1.0,0.5,0.6190476190476191,0.6136363636363636,0.48484848484848486,214,204
17,0,ministral-3:14b,prompts/baseline.json,0.5862068965517241,1.0,0.4393939393939394,0.75,0.4583333333333333,0.5757575757575758,223,213
18,0,ministral-3:14b,prompts/baseline.json,0.6206896551724138,1.0,0.4050632911392405,0.55,0.6585365853658537,0.5151515151515151,218,193
19,0,ministral-3:14b,prompts/baseline.json,0.6551724137931034,1.0,0.4,0.8,0.5294117647058824,0.5757575757575758,177,212
20,0,ministral-3:14b,prompts/baseline.json,0.6896551724137931,1.0,0.4594594594594595,0.8461538461538461,0.5428571428571428,0.5656565656565656,186,211
21,0,ministral-3:14b,prompts/baseline.json,0.7241379310344828,1.0,0.425,0.6538461538461539,0.65625,0.5252525252525253,176,206
22,0,ministral-3:14b,prompts/baseline.json,0.7586206896551724,1.0,0.3176470588235294,0.8076923076923077,0.45,0.696969696969697,139,204
23,0,ministral-3:14b,prompts/baseline.json,0.7931034482758621,1.0,0.34444444444444444,0.6129032258064516,0.5625,0.6464646464646465,123,213
24,0,ministral-3:14b,prompts/baseline.json,0.8275862068965517,1.0,0.28888888888888886,0.8260869565217391,0.5333333333333333,0.7070707070707071,128,193
25,0,ministral-3:14b,prompts/baseline.json,0.8620689655172413,1.0,0.29347826086956524,0.8461538461538461,0.4,0.7373737373737373,106,201
26,0,ministral-3:14b,prompts/baseline.json,0.896551724137931,1.0,0.26881720430107525,0.88,0.4444444444444444,0.7373737373737373,103,198
27,0,ministral-3:14b,prompts/baseline.json,0.9310344827586207,1.0,0.31868131868131866,0.8275862068965517,0.3333333333333333,0.7171717171717171,98,213
28,0,ministral-3:14b,prompts/baseline.json,0.9655172413793103,1.0,0.2872340425531915,0.7857142857142857,0.375,0.7272727272727273,97,207
29,0,ministral-3:14b,prompts/baseline.json,1.0,1.0,0.20202020202020202,0.8636363636363636,0.0,0.797979797979798,79,184
0,0,ministral-3:14b,prompts/x100.json,0.0,1.0,,,0.0,1.0,300,300
1,0,ministral-3:14b,prompts/x100.json,0.034482758620689655,1.0,1.0,1.0,0.5773195876288659,0.42424242424242425,406,131
2,0,ministral-3:14b,prompts/x100.json,0.06896551724137931,1.0,0.8333333333333334,1.0,0.5157894736842106,0.494949494949495,389,149
3,0,ministral-3:14b,prompts/x100.json,0.10344827586206896,1.0,0.75,0.6666666666666666,0.5,0.5151515151515151,383,153
4,0,ministral-3:14b,prompts/x100.json,0.13793103448275862,1.0,0.45454545454545453,1.0,0.5222222222222223,0.5252525252525253,374,144
5,0,ministral-3:14b,prompts/x100.json,0.1724137931034483,1.0,0.4411764705882353,0.6,0.525,0.5151515151515151,341,161
6,0,ministral-3:14b,prompts/x100.json,0.20689655172413793,1.0,0.42857142857142855,0.8333333333333334,0.5316455696202531,0.5151515151515151,338,158
7,0,ministral-3:14b,prompts/x100.json,0.24137931034482757,1.0,0.6363636363636364,0.8333333333333334,0.4523809523809524,0.5656565656565656,341,176
8,0,ministral-3:14b,prompts/x100.json,0.27586206896551724,1.0,0.5806451612903226,0.6666666666666666,0.5384615384615384,0.494949494949495,333,163
9,0,ministral-3:14b,prompts/x100.json,0.3103448275862069,1.0,0.6,0.8,0.581081081081081,0.45454545454545453,322,162
10,0,ministral-3:14b,prompts/x100.json,0.3448275862068966,1.0,0.48936170212765956,0.5833333333333334,0.5737704918032787,0.5050505050505051,278,173
11,0,ministral-3:14b,prompts/x100.json,0.3793103448275862,1.0,0.4897959183673469,0.6,0.6271186440677966,0.4444444444444444,266,176
12,0,ministral-3:14b,prompts/x100.json,0.41379310344827586,1.0,0.4423076923076923,0.8333333333333334,0.5254237288135594,0.5757575757575758,274,174
13,0,ministral-3:14b,prompts/x100.json,0.4482758620689655,1.0,0.5,0.7272727272727273,0.32727272727272727,0.7070707070707071,243,213
14,0,ministral-3:14b,prompts/x100.json,0.48275862068965514,1.0,0.5660377358490566,0.7142857142857143,0.4074074074074074,0.6161616161616161,243,213
15,0,ministral-3:14b,prompts/x100.json,0.5172413793103449,1.0,0.5283018867924528,0.7083333333333334,0.5185185185185185,0.5050505050505051,237,207
16,0,ministral-3:14b,prompts/x100.json,0.5517241379310345,1.0,0.4225352112676056,0.6521739130434783,0.5454545454545454,0.5858585858585859,225,195
17,0,ministral-3:14b,prompts/x100.json,0.5862068965517241,1.0,0.49230769230769234,0.6666666666666666,0.6041666666666666,0.47474747474747475,229,199
18,0,ministral-3:14b,prompts/x100.json,0.6206896551724138,1.0,0.47761194029850745,0.6521739130434783,0.5609756097560976,0.5252525252525253,202,212
19,0,ministral-3:14b,prompts/x100.json,0.6551724137931034,1.0,0.42857142857142855,0.5769230769230769,0.5,0.5959595959595959,174,209
20,0,ministral-3:14b,prompts/x100.json,0.6896551724137931,1.0,0.42105263157894735,0.72,0.6,0.5252525252525253,185,210
21,0,ministral-3:14b,prompts/x100.json,0.7241379310344828,1.0,0.4,0.6923076923076923,0.59375,0.5454545454545454,173,213
22,0,ministral-3:14b,prompts/x100.json,0.7586206896551724,1.0,0.35294117647058826,0.7142857142857143,0.55,0.6262626262626263,133,213
23,0,ministral-3:14b,prompts/x100.json,0.7931034482758621,1.0,0.32222222222222224,0.7931034482758621,0.5,0.6666666666666666,122,212
24,0,ministral-3:14b,prompts/x100.json,0.8275862068965517,1.0,0.3010752688172043,0.7083333333333334,0.6666666666666666,0.6464646464646465,126,201
25,0,ministral-3:14b,prompts/x100.json,0.8620689655172413,1.0,0.3010752688172043,0.7407407407407407,0.4,0.7272727272727273,106,206
26,0,ministral-3:14b,prompts/x100.json,0.896551724137931,1.0,0.31521739130434784,0.8620689655172413,0.5555555555555556,0.6767676767676768,98,213
27,0,ministral-3:14b,prompts/x100.json,0.9310344827586207,1.0,0.2631578947368421,0.6923076923076923,0.5555555555555556,0.7070707070707071,101,201
28,0,ministral-3:14b,prompts/x100.json,0.9655172413793103,1.0,0.2736842105263158,0.88,0.5,0.7272727272727273,100,200
29,0,ministral-3:14b,prompts/x100.json,1.0,1.0,0.1919191919191919,0.9047619047619048,0.0,0.8080808080808081,80,180
0,0,ministral-3:14b,prompts/x10.json,0.0,1.0,,,0.0,1.0,300,300
1,0,ministral-3:14b,prompts/x10.json,0.034482758620689655,1.0,1.0,1.0,0.5979381443298969,0.40404040404040403,409,124
2,0,ministral-3:14b,prompts/x10.json,0.06896551724137931,1.0,0.8333333333333334,0.6666666666666666,0.5684210526315789,0.42424242424242425,395,140
3,0,ministral-3:14b,prompts/x10.json,0.10344827586206896,1.0,0.2857142857142857,1.0,0.5531914893617021,0.47474747474747475,397,137
4,0,ministral-3:14b,prompts/x10.json,0.13793103448275862,1.0,0.5555555555555556,0.3333333333333333,0.5777777777777777,0.42424242424242425,374,144
5,0,ministral-3:14b,prompts/x10.json,0.1724137931034483,1.0,0.5,0.8,0.5625,0.46464646464646464,340,155
6,0,ministral-3:14b,prompts/x10.json,0.20689655172413793,1.0,0.4444444444444444,0.75,0.4810126582278481,0.5555555555555556,328,168
7,0,ministral-3:14b,prompts/x10.json,0.24137931034482757,1.0,0.4482758620689655,0.75,0.6309523809523809,0.43434343434343436,375,125
8,0,ministral-3:14b,prompts/x10.json,0.27586206896551724,1.0,0.3783783783783784,0.7777777777777778,0.5641025641025641,0.5050505050505051,345,150
9,0,ministral-3:14b,prompts/x10.json,0.3103448275862069,1.0,0.37209302325581395,0.8181818181818182,0.6621621621621622,0.40404040404040403,336,141
10,0,ministral-3:14b,prompts/x10.json,0.3448275862068966,1.0,0.4791666666666667,0.7647058823529411,0.5573770491803278,0.5050505050505051,274,179
11,0,ministral-3:14b,prompts/x10.json,0.3793103448275862,1.0,0.5,0.5625,0.5932203389830508,0.47474747474747475,268,183
12,0,ministral-3:14b,prompts/x10.json,0.41379310344827586,1.0,0.5208333333333334,0.5,0.5932203389830508,0.46464646464646464,267,182
13,0,ministral-3:14b,prompts/x10.json,0.4482758620689655,1.0,0.4067796610169492,0.6,0.5454545454545454,0.5353535353535354,251,186
14,0,ministral-3:14b,prompts/x10.json,0.48275862068965514,1.0,0.5283018867924528,0.7391304347826086,0.3888888888888889,0.6363636363636364,241,211
15,0,ministral-3:14b,prompts/x10.json,0.5172413793103449,1.0,0.39344262295081966,0.8235294117647058,0.6111111111111112,0.5050505050505051,257,177
16,0,ministral-3:14b,prompts/x10.json,0.5517241379310345,1.0,0.2987012987012987,0.8571428571428571,0.6136363636363636,0.5757575757575758,228,173
17,0,ministral-3:14b,prompts/x10.json,0.5862068965517241,1.0,0.36764705882352944,0.55,0.5833333333333334,0.5353535353535354,236,186
18,0,ministral-3:14b,prompts/x10.json,0.6206896551724138,1.0,0.5,0.9230769230769231,0.43902439024390244,0.6363636363636364,204,209
19,0,ministral-3:14b,prompts/x10.json,0.6551724137931034,1.0,0.4246575342465753,0.6923076923076923,0.5294117647058824,0.5555555555555556,172,217
20,0,ministral-3:14b,prompts/x10.json,0.6896551724137931,1.0,0.4342105263157895,0.6538461538461539,0.6285714285714286,0.5050505050505051,185,210
21,0,ministral-3:14b,prompts/x10.json,0.7241379310344828,1.0,0.38666666666666666,0.7272727272727273,0.5625,0.5959595959595959,174,199
22,0,ministral-3:14b,prompts/x10.json,0.7586206896551724,1.0,0.29411764705882354,0.7083333333333334,0.5,0.6868686868686869,137,197
23,0,ministral-3:14b,prompts/x10.json,0.7931034482758621,1.0,0.30434782608695654,0.8461538461538461,0.625,0.6565656565656566,127,202
24,0,ministral-3:14b,prompts/x10.json,0.8275862068965517,1.0,0.2717391304347826,0.8260869565217391,0.4666666666666667,0.7171717171717171,128,198
25,0,ministral-3:14b,prompts/x10.json,0.8620689655172413,1.0,0.24731182795698925,0.72,0.5,0.7373737373737373,106,191
26,0,ministral-3:14b,prompts/x10.json,0.896551724137931,1.0,0.24210526315789474,0.8181818181818182,0.6666666666666666,0.7171717171717171,106,191
27,0,ministral-3:14b,prompts/x10.json,0.9310344827586207,1.0,0.26881720430107525,0.8260869565217391,0.4444444444444444,0.7474747474747475,104,194
28,0,ministral-3:14b,prompts/x10.json,0.9655172413793103,1.0,0.2631578947368421,0.7692307692307693,0.5,0.7171717171717171,97,202
29,0,ministral-3:14b,prompts/x10.json,1.0,1.0,0.18181818181818182,0.9,0.0,0.8181818181818182,81,176
0,0,qwen3.5:9b,prompts/compassionate.json,0.0,1.0,,,0.0,1.0,300,300
1,0,qwen3.5:9b,prompts/compassionate.json,0.034482758620689655,1.0,1.0,0.0,0.0,0.9696969696969697,291,306
2,0,qwen3.5:9b,prompts/compassionate.json,0.06896551724137931,1.0,1.0,0.0,0.0,0.9494949494949495,285,310
3,0,qwen3.5:9b,prompts/compassionate.json,0.10344827586206896,1.0,1.0,0.0,0.0,0.9393939393939394,282,312
4,0,qwen3.5:9b,prompts/compassionate.json,0.13793103448275862,1.0,1.0,0.0,0.0,0.898989898989899,267,322
5,0,qwen3.5:9b,prompts/compassionate.json,0.1724137931034483,1.0,1.0,0.0,0.0,0.797979797979798,240,340
6,0,qwen3.5:9b,prompts/compassionate.json,0.20689655172413793,1.0,1.0,0.0,0.0,0.7878787878787878,237,342
7,0,qwen3.5:9b,prompts/compassionate.json,0.24137931034482757,1.0,1.0,0.0,0.0,0.8383838383838383,252,332
8,0,qwen3.5:9b,prompts/compassionate.json,0.27586206896551724,1.0,1.0,0.0,0.0,0.7777777777777778,234,344
9,0,qwen3.5:9b,prompts/compassionate.json,0.3103448275862069,1.0,1.0,0.0,0.0,0.7373737373737373,222,352
10,0,qwen3.5:9b,prompts/compassionate.json,0.3448275862068966,1.0,1.0,0.0,0.0,0.6060606060606061,183,378
11,0,qwen3.5:9b,prompts/compassionate.json,0.3793103448275862,1.0,1.0,0.0,0.0,0.5858585858585859,174,384
12,0,qwen3.5:9b,prompts/compassionate.json,0.41379310344827586,1.0,1.0,0.0,0.0,0.5858585858585859,177,382
13,0,qwen3.5:9b,prompts/compassionate.json,0.4482758620689655,1.0,1.0,0.0,0.0,0.5454545454545454,162,392
14,0,qwen3.5:9b,prompts/compassionate.json,0.48275862068965514,1.0,1.0,0.0,0.018518518518518517,0.5252525252525253,163,388
15,0,qwen3.5:9b,prompts/compassionate.json,0.5172413793103449,1.0,1.0,0.0,0.0,0.5353535353535354,159,394
16,0,qwen3.5:9b,prompts/compassionate.json,0.5517241379310345,1.0,1.0,0.0,0.0,0.43434343434343436,129,414
17,0,qwen3.5:9b,prompts/compassionate.json,0.5862068965517241,1.0,1.0,0.019230769230769232,0.0,0.48484848484848486,146,401
18,0,qwen3.5:9b,prompts/compassionate.json,0.6206896551724138,1.0,0.9830508474576272,0.034482758620689655,0.024390243902439025,0.41414141414141414,124,409
19,0,qwen3.5:9b,prompts/compassionate.json,0.6551724137931034,1.0,0.9848484848484849,0.015384615384615385,0.0,0.3434343434343434,100,430
20,0,qwen3.5:9b,prompts/compassionate.json,0.6896551724137931,1.0,1.0,0.0,0.0,0.3434343434343434,105,430
21,0,qwen3.5:9b,prompts/compassionate.json,0.7241379310344828,1.0,1.0,0.014705882352941176,0.0,0.32323232323232326,95,435
22,0,qwen3.5:9b,prompts/compassionate.json,0.7586206896551724,1.0,0.9875,0.02531645569620253,0.0,0.21212121212121213,60,455
23,0,qwen3.5:9b,prompts/compassionate.json,0.7931034482758621,1.0,0.9411764705882353,0.05063291139240506,0.0625,0.18181818181818182,51,451
24,0,qwen3.5:9b,prompts/compassionate.json,0.8275862068965517,1.0,0.9529411764705882,0.04938271604938271,0.0,0.18181818181818182,49,454
25,0,qwen3.5:9b,prompts/compassionate.json,0.8620689655172413,1.0,0.9888888888888889,0.011235955056179775,0.0,0.10101010101010101,28,478
26,0,qwen3.5:9b,prompts/compassionate.json,0.896551724137931,1.0,0.9230769230769231,0.07142857142857142,0.0,0.15151515151515152,31,456
27,0,qwen3.5:9b,prompts/compassionate.json,0.9310344827586207,1.0,0.989010989010989,0.034482758620689655,0.1111111111111111,0.10101010101010101,30,470
28,0,qwen3.5:9b,prompts/compassionate.json,0.9655172413793103,1.0,0.967391304347826,0.033707865168539325,0.0,0.10101010101010101,24,474
29,0,qwen3.5:9b,prompts/compassionate.json,1.0,1.0,0.9191919191919192,0.08791208791208792,0.0,0.08080808080808081,8,468
0,0,ministral-3:8b,prompts/x10.json,0.0,0.0,,,0.82,0.1717171717171717,464,54
1,0,ministral-3:8b,prompts/x10.json,0.034482758620689655,1.0,0.09090909090909091,1.0,0.865979381443299,0.15151515151515152,464,44
2,0,ministral-3:8b,prompts/x10.json,0.06896551724137931,1.0,0.13157894736842105,1.0,0.8210526315789474,0.20202020202020202,445,60
3,0,ministral-3:8b,prompts/x10.json,0.10344827586206896,1.0,0.014492753623188406,1.0,0.8297872340425532,0.20202020202020202,443,58
4,0,ministral-3:8b,prompts/x10.json,0.13793103448275862,1.0,0.037037037037037035,1.0,0.8777777777777778,0.20202020202020202,435,45
5,0,ministral-3:8b,prompts/x10.json,0.1724137931034483,1.0,0.06097560975609756,1.0,0.9,0.26262626262626265,405,50
6,0,ministral-3:8b,prompts/x10.json,0.20689655172413793,1.0,0.03409090909090909,1.0,0.9746835443037974,0.20202020202020202,411,36
7,0,ministral-3:8b,prompts/x10.json,0.24137931034482757,1.0,0.07462686567164178,1.0,0.8333333333333334,0.2727272727272727,405,65
8,0,ministral-3:8b,prompts/x10.json,0.27586206896551724,1.0,0.024390243902439025,1.0,0.8974358974358975,0.29292929292929293,397,47
9,0,ministral-3:8b,prompts/x10.json,0.3103448275862069,1.0,0.09333333333333334,0.8333333333333334,0.8378378378378378,0.3434343434343434,369,74
10,0,ministral-3:8b,prompts/x10.json,0.3448275862068966,1.0,0.0,1.0,0.9836065573770492,0.3939393939393939,343,43
11,0,ministral-3:8b,prompts/x10.json,0.3793103448275862,1.0,0.0,1.0,0.9830508474576272,0.41414141414141414,331,46
12,0,ministral-3:8b,prompts/x10.json,0.41379310344827586,1.0,0.045454545454545456,1.0,0.9152542372881356,0.43434343434343436,326,66
13,0,ministral-3:8b,prompts/x10.json,0.4482758620689655,0.0,0.0,,0.9818181818181818,0.45454545454545453,314,49
14,0,ministral-3:8b,prompts/x10.json,0.48275862068965514,1.0,0.020202020202020204,1.0,0.9814814814814815,0.4444444444444444,312,57
15,0,ministral-3:8b,prompts/x10.json,0.5172413793103449,0.0,0.021052631578947368,1.0,0.9629629629629629,0.46464646464646464,307,57
16,0,ministral-3:8b,prompts/x10.json,0.5517241379310345,1.0,0.03125,1.0,0.9318181818181818,0.5656565656565656,265,75
17,0,ministral-3:8b,prompts/x10.json,0.5862068965517241,0.0,0.010416666666666666,,1.0,0.5151515151515151,290,55
18,0,ministral-3:8b,prompts/x10.json,0.6206896551724138,0.0,0.06451612903225806,1.0,0.9512195121951219,0.5757575757575758,251,81
19,0,ministral-3:8b,prompts/x10.json,0.6551724137931034,1.0,0.0,1.0,0.9705882352941176,0.6666666666666666,231,71
20,0,ministral-3:8b,prompts/x10.json,0.6896551724137931,1.0,0.041666666666666664,1.0,0.9142857142857143,0.6565656565656566,234,84
21,0,ministral-3:8b,prompts/x10.json,0.7241379310344828,1.0,0.01020408163265306,1.0,0.9375,0.696969696969697,222,77
22,0,ministral-3:8b,prompts/x10.json,0.7586206896551724,0.0,0.043010752688172046,1.0,0.85,0.8080808080808081,168,98
23,0,ministral-3:8b,prompts/x10.json,0.7931034482758621,0.0,0.01020408163265306,1.0,0.9375,0.8484848484848485,157,92
24,0,ministral-3:8b,prompts/x10.json,0.8275862068965517,0.0,0.010101010101010102,1.0,1.0,0.8484848484848485,159,89
25,0,ministral-3:8b,prompts/x10.json,0.8620689655172413,1.0,0.020202020202020204,1.0,0.9,0.8888888888888888,133,103
26,0,ministral-3:8b,prompts/x10.json,0.896551724137931,1.0,0.06060606060606061,1.0,0.8888888888888888,0.8585858585858586,125,120
27,0,ministral-3:8b,prompts/x10.json,0.9310344827586207,1.0,0.050505050505050504,1.0,0.8888888888888888,0.8686868686868687,126,116
28,0,ministral-3:8b,prompts/x10.json,0.9655172413793103,1.0,0.041666666666666664,1.0,0.5,0.9292929292929293,119,119
29,0,ministral-3:8b,prompts/x10.json,1.0,1.0,0.04040404040404041,1.0,0.0,0.9595959595959596,95,120
0,0,ministral-3:14b,prompts/compassionate.json,0.0,1.0,,,0.0,1.0,300,300
1,0,ministral-3:14b,prompts/compassionate.json,0.034482758620689655,1.0,1.0,0.3333333333333333,0.020618556701030927,0.9595959595959596,297,297
2,0,ministral-3:14b,prompts/compassionate.json,0.06896551724137931,1.0,1.0,0.2,0.031578947368421054,0.9292929292929293,293,298
3,0,ministral-3:14b,prompts/compassionate.json,0.10344827586206896,1.0,1.0,0.16666666666666666,0.0425531914893617,0.9090909090909091,292,297
4,0,ministral-3:14b,prompts/compassionate.json,0.13793103448275862,1.0,1.0,0.2,0.044444444444444446,0.8787878787878788,279,304
5,0,ministral-3:14b,prompts/compassionate.json,0.1724137931034483,1.0,0.9523809523809523,0.25,0.1,0.7575757575757576,264,304
6,0,ministral-3:14b,prompts/compassionate.json,0.20689655172413793,1.0,0.8260869565217391,0.3,0.08860759493670886,0.7777777777777778,261,301
7,0,ministral-3:14b,prompts/compassionate.json,0.24137931034482757,1.0,0.9411764705882353,0.1875,0.08333333333333333,0.797979797979798,272,302
8,0,ministral-3:14b,prompts/compassionate.json,0.27586206896551724,1.0,0.9090909090909091,0.15,0.10256410256410256,0.7272727272727273,253,308
9,0,ministral-3:14b,prompts/compassionate.json,0.3103448275862069,1.0,0.8620689655172413,0.2,0.12162162162162163,0.696969696969697,247,307
